book_name,book_description,book_author,category_name,book_image,book_cost,book_dislikes
Siege of Renaissance Florence,"Drawing on newly examined archives, Siege of Renaissance Florence traces the events of Renaissance Florence, revealing how ordinary lives were shaped by decisions made in halls of power.",Emily Moreau,History,https://placehold.co/400x600/5b3a29/ffffff.png?text=Siege%20of%20Renaissance%20Florence&font=roboto,686,0
Dynasty of Colonial America,"Drawing on newly examined archives, Dynasty of Colonial America traces the events of Colonial America, revealing how ordinary lives were shaped by decisions made in halls of power.",Mary Kobayashi,History,https://placehold.co/400x600/5b3a29/ffffff.png?text=Dynasty%20of%20Colonial%20America&font=roboto,278,0
The Empire of Colonial America,"Drawing on newly examined archives, The Empire of Colonial America traces the events of Colonial America, revealing how ordinary lives were shaped by decisions made in halls of power.",Thomas Iyer,History,https://placehold.co/400x600/5b3a29/ffffff.png?text=The%20Empire%20of%20Colonial%20America&font=roboto,254,0
The Final Crossing,"Drawing on newly examined archives, The Final Crossing traces the events of Renaissance Florence, revealing how ordinary lives were shaped by decisions made in halls of power.",Hiroshi Delacroix,History,https://placehold.co/400x600/5b3a29/ffffff.png?text=The%20Final%20Crossing&font=roboto,497,0
Crossing of Renaissance Florence,"Drawing on newly examined archives, Crossing of Renaissance Florence traces the events of Renaissance Florence, revealing how ordinary lives were shaped by decisions made in halls of power.",Joseph Reed,History,https://placehold.co/400x600/5b3a29/ffffff.png?text=Crossing%20of%20Renaissance%20Florence&font=roboto,559,0
Untold Chronicle,"Drawing on newly examined archives, Untold Chronicle traces the events of Ancient Rome, revealing how ordinary lives were shaped by decisions made in halls of power.",Karen Whitfield,History,https://placehold.co/400x600/5b3a29/ffffff.png?text=Untold%20Chronicle&font=roboto,725,0
The Siege of the Silk Road,"Drawing on newly examined archives, The Siege of the Silk Road traces the events of the Silk Road, revealing how ordinary lives were shaped by decisions made in halls of power.",Rohan Rossi,History,https://placehold.co/400x600/5b3a29/ffffff.png?text=The%20Siege%20of%20the%20Silk%20Road&font=roboto,759,0
Kingdom of Renaissance Florence,"Drawing on newly examined archives, Kingdom of Renaissance Florence traces the events of Renaissance Florence, revealing how ordinary lives were shaped by decisions made in halls of power.",Meera Ashford,History,https://placehold.co/400x600/5b3a29/ffffff.png?text=Kingdom%20of%20Renaissance%20Florence&font=roboto,751,0
Turbulent Chronicle,"Drawing on newly examined archives, Turbulent Chronicle traces the events of Ancient Rome, revealing how ordinary lives were shaped by decisions made in halls of power.",Richard Pierce,History,https://placehold.co/400x600/5b3a29/ffffff.png?text=Turbulent%20Chronicle&font=roboto,789,0
Legacy of the Silk Road,"Drawing on newly examined archives, Legacy of the Silk Road traces the events of the Silk Road, revealing how ordinary lives were shaped by decisions made in halls of power.",Daniel Sutton,History,https://placehold.co/400x600/5b3a29/ffffff.png?text=Legacy%20of%20the%20Silk%20Road&font=roboto,326,0
The Hidden Empire,"Drawing on newly examined archives, The Hidden Empire traces the events of the Pacific Theatre, revealing how ordinary lives were shaped by decisions made in halls of power.",Rahul Rossi,History,https://placehold.co/400x600/5b3a29/ffffff.png?text=The%20Hidden%20Empire&font=roboto,630,0
The Republic of the Silk Road,"Drawing on newly examined archives, The Republic of the Silk Road traces the events of the Silk Road, revealing how ordinary lives were shaped by decisions made in halls of power.",Sandra Harrow,History,https://placehold.co/400x600/5b3a29/ffffff.png?text=The%20Republic%20of%20the%20Silk%20Road&font=roboto,789,0
Revolution of the Ottoman Court,"Drawing on newly examined archives, Revolution of the Ottoman Court traces the events of the Ottoman Court, revealing how ordinary lives were shaped by decisions made in halls of power.",Karen Vance,History,https://placehold.co/400x600/5b3a29/ffffff.png?text=Revolution%20of%20the%20Ottoman%20Court&font=roboto,294,0
The Forgotten Dynasty,"Drawing on newly examined archives, The Forgotten Dynasty traces the events of Colonial America, revealing how ordinary lives were shaped by decisions made in halls of power.",Joshua Delacroix,History,https://placehold.co/400x600/5b3a29/ffffff.png?text=The%20Forgotten%20Dynasty&font=roboto,276,0
The Frontier of Renaissance Florence,"Drawing on newly examined archives, The Frontier of Renaissance Florence traces the events of Renaissance Florence, revealing how ordinary lives were shaped by decisions made in halls of power.",Meera Foster,History,https://placehold.co/400x600/5b3a29/ffffff.png?text=The%20Frontier%20of%20Renaissance%20Florence&font=roboto,761,0
The Vanished Reckoning,"Drawing on newly examined archives, The Vanished Reckoning traces the events of the Byzantine Empire, revealing how ordinary lives were shaped by decisions made in halls of power.",Paul Bennett,History,https://placehold.co/400x600/5b3a29/ffffff.png?text=The%20Vanished%20Reckoning&font=roboto,242,0
Chronicle of Ancient Rome,"Drawing on newly examined archives, Chronicle of Ancient Rome traces the events of Ancient Rome, revealing how ordinary lives were shaped by decisions made in halls of power.",Andrew Andersen,History,https://placehold.co/400x600/5b3a29/ffffff.png?text=Chronicle%20of%20Ancient%20Rome&font=roboto,190,0
Untold Republic,"Drawing on newly examined archives, Untold Republic traces the events of the Byzantine Empire, revealing how ordinary lives were shaped by decisions made in halls of power.",Kavya Merrick,History,https://placehold.co/400x600/5b3a29/ffffff.png?text=Untold%20Republic&font=roboto,477,0
The Hidden Uprising,"Drawing on newly examined archives, The Hidden Uprising traces the events of the Pacific Theatre, revealing how ordinary lives were shaped by decisions made in halls of power.",Mateo Redwood,History,https://placehold.co/400x600/5b3a29/ffffff.png?text=The%20Hidden%20Uprising&font=roboto,827,0
Rising Empire,"Drawing on newly examined archives, Rising Empire traces the events of Renaissance Florence, revealing how ordinary lives were shaped by decisions made in halls of power.",Barbara Callahan,History,https://placehold.co/400x600/5b3a29/ffffff.png?text=Rising%20Empire&font=roboto,407,0
The Kingdom of Ancient Rome,"Drawing on newly examined archives, The Kingdom of Ancient Rome traces the events of Ancient Rome, revealing how ordinary lives were shaped by decisions made in halls of power.",Oliver Osei,History,https://placehold.co/400x600/5b3a29/ffffff.png?text=The%20Kingdom%20of%20Ancient%20Rome&font=roboto,572,0
The Silent Frontier,"Drawing on newly examined archives, The Silent Frontier traces the events of the Byzantine Empire, revealing how ordinary lives were shaped by decisions made in halls of power.",Mateo Delacroix,History,https://placehold.co/400x600/5b3a29/ffffff.png?text=The%20Silent%20Frontier&font=roboto,201,0
Structure of Digital Interfaces,"Structure of Digital Interfaces explores how thoughtful choices in digital interfaces quietly shape the way people interact with the world, arguing that good design is felt more than seen.",Joshua Delacroix,Design,https://placehold.co/400x600/2f3e46/ffffff.png?text=Structure%20of%20Digital%20Interfaces&font=roboto,864,0
Invisible Form,"Invisible Form explores how thoughtful choices in the built environment quietly shape the way people interact with the world, arguing that good design is felt more than seen.",Steven Ellison,Design,https://placehold.co/400x600/2f3e46/ffffff.png?text=Invisible%20Form&font=roboto,467,0
The Timeless Blueprint,"The Timeless Blueprint explores how thoughtful choices in modern products quietly shape the way people interact with the world, arguing that good design is felt more than seen.",Donald Grant,Design,https://placehold.co/400x600/2f3e46/ffffff.png?text=The%20Timeless%20Blueprint&font=roboto,621,0
The Elegant Craft,"The Elegant Craft explores how thoughtful choices in urban spaces quietly shape the way people interact with the world, arguing that good design is felt more than seen.",Lucas Vance,Design,https://placehold.co/400x600/2f3e46/ffffff.png?text=The%20Elegant%20Craft&font=roboto,574,0
Human-Centered Object,"Human-Centered Object explores how thoughtful choices in everyday objects quietly shape the way people interact with the world, arguing that good design is felt more than seen.",Charles Winters,Design,https://placehold.co/400x600/2f3e46/ffffff.png?text=Human-Centered%20Object&font=roboto,344,0
Grid of Everyday Objects,"Grid of Everyday Objects explores how thoughtful choices in everyday objects quietly shape the way people interact with the world, arguing that good design is felt more than seen.",Amanda Kapoor,Design,https://placehold.co/400x600/2f3e46/ffffff.png?text=Grid%20of%20Everyday%20Objects&font=roboto,422,0
The Everyday Grid,"The Everyday Grid explores how thoughtful choices in the built environment quietly shape the way people interact with the world, arguing that good design is felt more than seen.",Elena Whitfield,Design,https://placehold.co/400x600/2f3e46/ffffff.png?text=The%20Everyday%20Grid&font=roboto,606,0
Intentional Pattern,"Intentional Pattern explores how thoughtful choices in the built environment quietly shape the way people interact with the world, arguing that good design is felt more than seen.",Oliver Winters,Design,https://placehold.co/400x600/2f3e46/ffffff.png?text=Intentional%20Pattern&font=roboto,615,0
The Object of the Built Environment,"The Object of the Built Environment explores how thoughtful choices in the built environment quietly shape the way people interact with the world, arguing that good design is felt more than seen.",Stephanie Lockhart,Design,https://placehold.co/400x600/2f3e46/ffffff.png?text=The%20Object%20of%20the%20Built%20Environment&font=roboto,569,0
The Intentional Craft,"The Intentional Craft explores how thoughtful choices in everyday objects quietly shape the way people interact with the world, arguing that good design is felt more than seen.",Stephanie Whitfield,Design,https://placehold.co/400x600/2f3e46/ffffff.png?text=The%20Intentional%20Craft&font=roboto,656,0
The Elegant Structure,"The Elegant Structure explores how thoughtful choices in the built environment quietly shape the way people interact with the world, arguing that good design is felt more than seen.",Brian Bishop,Design,https://placehold.co/400x600/2f3e46/ffffff.png?text=The%20Elegant%20Structure&font=roboto,599,0
The Timeless Craft,"The Timeless Craft explores how thoughtful choices in modern products quietly shape the way people interact with the world, arguing that good design is felt more than seen.",Charles Kensington,Design,https://placehold.co/400x600/2f3e46/ffffff.png?text=The%20Timeless%20Craft&font=roboto,819,0
Craft of Urban Spaces,"Craft of Urban Spaces explores how thoughtful choices in urban spaces quietly shape the way people interact with the world, arguing that good design is felt more than seen.",Amanda O'Connell,Design,https://placehold.co/400x600/2f3e46/ffffff.png?text=Craft%20of%20Urban%20Spaces&font=roboto,858,0
Invisible Pattern,"Invisible Pattern explores how thoughtful choices in the built environment quietly shape the way people interact with the world, arguing that good design is felt more than seen.",Ronald Callahan,Design,https://placehold.co/400x600/2f3e46/ffffff.png?text=Invisible%20Pattern&font=roboto,790,0
Timeless Form,"Timeless Form explores how thoughtful choices in the built environment quietly shape the way people interact with the world, arguing that good design is felt more than seen.",David Sutton,Design,https://placehold.co/400x600/2f3e46/ffffff.png?text=Timeless%20Form&font=roboto,795,0
The Interface of Everyday Objects,"The Interface of Everyday Objects explores how thoughtful choices in everyday objects quietly shape the way people interact with the world, arguing that good design is felt more than seen.",Richard Bishop,Design,https://placehold.co/400x600/2f3e46/ffffff.png?text=The%20Interface%20of%20Everyday%20Objects&font=roboto,603,0
Form of Modern Products,"Form of Modern Products explores how thoughtful choices in modern products quietly shape the way people interact with the world, arguing that good design is felt more than seen.",Carol Morgan,Design,https://placehold.co/400x600/2f3e46/ffffff.png?text=Form%20of%20Modern%20Products&font=roboto,449,0
The Blueprint of Digital Interfaces,"The Blueprint of Digital Interfaces explores how thoughtful choices in digital interfaces quietly shape the way people interact with the world, arguing that good design is felt more than seen.",Ashley Nakamura,Design,https://placehold.co/400x600/2f3e46/ffffff.png?text=The%20Blueprint%20of%20Digital%20Interfaces&font=roboto,570,0
System of Modern Products,"System of Modern Products explores how thoughtful choices in modern products quietly shape the way people interact with the world, arguing that good design is felt more than seen.",Ronald O'Connell,Design,https://placehold.co/400x600/2f3e46/ffffff.png?text=System%20of%20Modern%20Products&font=roboto,848,0
Language of Digital Interfaces,"Language of Digital Interfaces explores how thoughtful choices in digital interfaces quietly shape the way people interact with the world, arguing that good design is felt more than seen.",Sandra Osei,Design,https://placehold.co/400x600/2f3e46/ffffff.png?text=Language%20of%20Digital%20Interfaces&font=roboto,802,0
